Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842449,d,2022-01-05 10:04:28.250,48.56769908,,1.458544926,29.15957934,,7.275911563,,49,,,,,0.496940092,,,,,,,,,,5.921654664,,,,,,,,28.09237322,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842450,d,2022-01-05 10:04:28.917,49.52988244,,1.445317617,29.15374882,,7.26960625,,50,,,,,0.497233164,,,,,,,,,,5.908565912,,,,,,,,28.09088925,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842451,d,2022-01-05 10:04:29.583,50.49269562,,1.430377882,29.1445624,,7.259337875,,51,,,,,0.492728021,,,,,,,,,,5.891339822,,,,,,,,28.08905178,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842452,d,2022-01-05 10:04:30.333,51.54565661,,1.371458596,29.14113204,,7.25338795,,52,,,,,0.496706132,,,,,,,,,,5.867199437,,,,,,,,28.08979194,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842453,d,2022-01-05 10:04:31.083,52.56512316,,1.341097835,29.13573863,,7.24547175,,53,,,,,0.495616883,,,,,,,,,,5.840297499,,,,,,,,28.09005396,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842454,d,2022-01-05 10:04:31.833,53.52867081,,1.26787819,29.12163146,,7.22538455,,54,,,,,0.502992752,,,,,,,,,,5.81393688,,,,,,,,28.09094719,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842455,d,2022-01-05 10:04:32.583,54.52779323,,1.41632397,29.09850672,,7.192174563,,55,,,,,0.501875907,,,,,,,,,,5.789915352,,,,,,,,28.09287886,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842456,d,2022-01-05 10:04:33.250,55.4809067,,1.416673824,29.08084961,,7.169283563,,56,,,,,0.500043669,,,,,,,,,,5.770895975,,,,,,,,28.09226731,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842457,d,2022-01-05 10:04:33.917,56.42424791,,1.418734804,29.08816622,,7.169525375,,57,,,,,0.492564784,,,,,,,,,,5.753775411,,,,,,,,28.099472,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842458,d,2022-01-05 10:04:34.667,57.48301915,,1.402244336,29.10773588,,7.1828066,,58,,,,,0.486955011,,,,,,,,,,5.737103514,,,,,,,,28.10908406,,,,,,,,,,,,,,,,,
